musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName
Jim Lanier,32,3/6 04:15:00,16,3/6 10:50:00,16,6h 35m,4h 18m,3/5 23:57:00,8.14,Rohn
Andrew Nolan,56,3/6 06:59:00,15,3/6 11:13:00,14,4h 14m,4h 14m,3/6 02:45:00,8.27,Rohn
Lev Shvarts,22,3/6 06:11:00,16,3/6 11:20:00,16,5h 9m,3h 47m,3/6 02:24:00,9.25,Rohn
Magnus Kaltenborn,6,3/6 06:28:00,16,3/6 12:00:00,16,5h 32m,4h 11m,3/6 02:17:00,8.37,Rohn
Misha Wiljes,19,3/6 09:07:00,14,3/6 14:20:00,14,5h 13m,4h 29m,3/6 04:38:00,7.81,Rohn
Dave Delcourt,57,3/6 09:46:00,15,3/6 14:55:00,15,5h 9m,4h 18m,3/6 05:28:00,8.14,Rohn
Scott White,62,3/6 09:30:00,14,3/6 15:04:00,14,5h 34m,4h 0m,3/6 05:30:00,8.75,Rohn
Meredith Mapes,16,3/6 07:09:00,14,3/6 16:24:00,14,9h 15m,4h 11m,3/6 02:58:00,8.37,Rohn
Anja Radano,24,3/6 11:01:00,16,3/6 16:24:00,15,5h 23m,3h 57m,3/6 07:04:00,8.86,Rohn
Tim Muto,42,3/6 10:11:00,13,3/6 16:36:00,13,6h 25m,3h 55m,3/6 06:16:00,8.94,Rohn
Peter Fleck,67,3/6 11:03:00,15,3/6 16:48:00,15,5h 45m,4h 5m,3/6 06:58:00,8.57,Rohn
Marcelle Fressineau,35,3/6 12:06:00,14,3/6 17:12:00,14,5h 6m,5h 25m,3/6 06:41:00,6.46,Rohn
Jason Stewart,66,3/6 10:09:00,16,3/6 18:58:00,15,8h 49m,4h 33m,3/6 05:36:00,7.69,Rohn
Tom Schonberger,25,3/6 14:53:00,16,3/6 22:15:00,13,7h 22m,6h 13m,3/6 08:40:00,5.63,Rohn
Tara Cicatello,44,3/6 17:06:00,13,3/6 23:41:00,13,6h 35m,6h 2m,3/6 11:04:00,5.80,Rohn
Steve Watkins,59,3/6 16:34:00,16,3/7 02:30:00,16,9h 56m,10h 54m,3/6 05:40:00,3.21,Rohn
