musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,NA,NA,checkName
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Jeff Deeter,45,3/13 17:22:00,8,3/14 01:50:00,8,8h 28m,16h 52m,3/13 00:30:00,5.04,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Bradley Farquhar,65,3/13 17:14:00,11,3/14 01:55:00,11,8h 41m,25h 54m,3/12 15:20:00,3.28,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Peter Fleck,67,3/13 17:48:00,12,3/14 01:55:00,11,8h 7m,17h 11m,3/13 00:37:00,4.95,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Dave Delcourt,57,3/13 18:49:00,11,3/14 03:20:00,11,8h 31m,17h 35m,3/13 01:14:00,4.83,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Shaynee Traska,5,3/13 18:50:00,11,3/14 03:24:00,10,8h 34m,17h 47m,3/13 01:03:00,4.78,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Tim Muto,42,3/14 02:26:00,13,3/14 10:55:00,12,8h 29m,16h 34m,3/13 09:52:00,5.13,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Anja Radano,24,3/14 06:00:00,13,3/14 12:52:00,13,6h 52m,18h 47m,3/13 11:13:00,4.53,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Meredith Mapes,16,3/14 11:09:00,10,3/14 16:08:00,10,4h 59m,20h 31m,3/13 14:38:00,4.14,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Jason Stewart,66,3/14 11:05:00,14,3/14 16:40:00,13,5h 35m,19h 16m,3/13 15:49:00,4.41,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Magnus Kaltenborn,6,3/14 12:38:00,14,3/14 18:36:00,14,5h 58m,20h 44m,3/13 15:54:00,4.10,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Marcelle Fressineau,35,3/14 16:11:00,12,3/14 20:46:00,12,4h 35m,20h 37m,3/13 19:34:00,4.12,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Steve Watkins,59,3/15 18:22:00,12,,,,15h 32m,3/15 02:50:00,5.47,Unalakleet
NA,"Satellite View
															Location: 63.8742, -160.7863
										Click here to view map",Tara Cicatello,44,3/15 18:30:00,13,,,,15h 27m,3/15 03:03:00,5.50,Unalakleet
