musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,NA,NA,checkName
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Jeff King,40,3/10 09:17:00,13,3/10 09:29:00,13,0h 12m,3h 10m,3/10 06:07:00,7.89,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Charley Bejna,38,3/10 09:29:00,14,3/10 09:45:00,14,0h 16m,3h 0m,3/10 06:29:00,8.33,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Larry Daugherty,14,3/10 07:55:00,15,3/10 12:21:00,14,4h 26m,3h 32m,3/10 04:23:00,7.08,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Bradley Farquhar,65,3/10 15:21:00,11,3/10 15:31:00,11,0h 10m,3h 11m,3/10 12:10:00,7.85,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Jim Lanier,32,3/10 16:27:00,15,3/10 16:51:00,15,0h 24m,3h 1m,3/10 13:26:00,8.29,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Emily Maxwell,58,3/10 17:35:00,13,3/10 18:01:00,13,0h 26m,3h 18m,3/10 14:17:00,7.58,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Aaron Peck,50,3/10 18:14:00,14,3/10 18:27:00,13,0h 13m,3h 29m,3/10 14:45:00,7.18,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Kristy Berington,20,3/10 19:09:00,13,3/10 19:11:00,13,0h 2m,3h 37m,3/10 15:32:00,6.91,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Andy Pohl,12,3/10 19:09:00,12,3/10 19:12:00,12,0h 3m,3h 51m,3/10 15:18:00,6.49,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Dave Delcourt,57,3/10 22:31:00,13,3/10 22:40:00,13,0h 9m,3h 32m,3/10 18:59:00,7.08,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Allen Moore,26,3/10 22:49:00,13,3/10 22:49:00,13,0h 0m,3h 11m,3/10 19:38:00,7.85,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Brett Bruggeman,37,3/10 22:55:00,15,3/10 22:59:00,15,0h 4m,3h 10m,3/10 19:45:00,7.89,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Scott Janssen,23,3/10 23:24:00,14,3/11 00:16:00,14,0h 52m,2h 59m,3/10 20:25:00,8.38,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Noah Pereira,49,3/10 16:19:00,11,3/11 00:24:00,11,8h 5m,3h 19m,3/10 13:00:00,7.54,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Andrew Nolan,56,3/11 01:48:00,12,3/11 01:48:00,12,0h 0m,3h 21m,3/10 22:27:00,7.46,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Shaynee Traska,5,3/11 01:25:00,13,3/11 01:49:00,12,0h 24m,3h 50m,3/10 21:35:00,6.52,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Monica Zappa,48,3/10 21:46:00,14,3/11 03:03:00 *,13,4h 17m,3h 18m,3/10 18:28:00,7.58,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Alan Eischens,53,3/11 04:43:00 *,14,3/11 04:45:00,14,0h 2m,3h 14m,3/11 00:29:00,7.73,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Lev Shvarts,22,3/10 22:15:00,14,3/11 05:18:00 *,13,6h 3m,3h 38m,3/10 18:37:00,6.88,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Meredith Mapes,16,3/11 06:28:00,12,3/11 06:36:00,11,0h 8m,3h 16m,3/11 03:12:00,7.65,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Misha Wiljes,19,3/11 07:02:00,14,3/11 07:11:00,14,0h 9m,3h 12m,3/11 03:50:00,7.81,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Rob Cooke,10,3/11 07:10:00,14,3/11 07:14:00,14,0h 4m,3h 39m,3/11 03:31:00,6.85,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Anja Radano,24,3/11 08:09:00,13,3/11 08:22:00,13,0h 13m,3h 27m,3/11 04:42:00,7.25,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Jeff Deeter,45,3/11 01:59:00,9,3/11 08:24:00 *,8,5h 25m,3h 22m,3/10 22:37:00,7.43,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Jason Stewart,66,3/11 08:25:00,15,3/11 08:29:00,15,0h 4m,3h 6m,3/11 05:19:00,8.06,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Peter Fleck,67,3/11 01:26:00,14,3/11 08:56:00 *,13,6h 30m,3h 20m,3/10 22:06:00,7.50,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Magnus Kaltenborn,6,3/11 09:44:00,16,3/11 09:50:00,16,0h 6m,3h 37m,3/11 06:07:00,6.91,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Tim Muto,42,3/11 10:03:00,13,3/11 10:25:00,13,0h 22m,3h 3m,3/11 07:00:00,8.20,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Marcelle Fressineau,35,3/11 11:52:00,13,3/11 16:12:00,13,4h 20m,3h 30m,3/11 08:22:00,7.14,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Tara Cicatello,44,3/12 03:55:00,13,3/12 04:39:00,13,0h 44m,3h 28m,3/12 00:27:00,7.21,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Tom Schonberger,25,3/12 06:52:00,11,3/12 07:04:00,11,0h 12m,4h 57m,3/12 01:55:00,5.05,Anvik
NA,"Satellite View
															Location: 62.6522, -160.1990
										Click here to view map",Steve Watkins,59,3/12 05:11:00,12,3/12 07:43:00,12,2h 32m,4h 4m,3/12 01:07:00,6.15,Anvik
