musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,NA,NA,checkName
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Peter Fleck,67,3/11 11:20:00,13,3/11 11:35:00,13,0h 15m,2h 24m,3/11 08:56:00,7.50,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Dave Delcourt,57,3/11 01:23:00,13,3/11 12:15:00 *,12,9h 52m,2h 43m,3/10 22:40:00,6.63,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Shaynee Traska,5,3/11 05:31:00 *,12,3/11 13:31:00,12,8h 0m,2h 42m,3/11 01:49:00,6.67,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Alan Eischens,53,3/11 07:15:00,14,3/11 15:13:00,14,7h 58m,2h 30m,3/11 04:45:00,7.20,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Meredith Mapes,16,3/11 09:02:00,11,3/11 15:13:00,10,6h 11m,2h 26m,3/11 06:36:00,7.40,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Rob Cooke,10,3/11 09:06:00,14,3/11 15:44:00,13,6h 38m,1h 52m,3/11 07:14:00,9.64,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Misha Wiljes,19,3/11 09:42:00,14,3/11 15:46:00,13,6h 4m,2h 31m,3/11 07:11:00,7.15,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Anja Radano,24,3/11 10:46:00,13,3/11 18:46:00,13,8h 0m,2h 24m,3/11 08:22:00,7.50,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Jason Stewart,66,3/11 10:42:00,15,3/11 19:46:00,15,9h 4m,2h 13m,3/11 08:29:00,8.12,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Tim Muto,42,3/11 12:40:00,13,3/11 20:42:00,13,8h 2m,2h 15m,3/11 10:25:00,8.00,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Magnus Kaltenborn,6,3/11 12:34:00,16,3/11 21:00:00,14,8h 26m,2h 44m,3/11 09:50:00,6.59,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Marcelle Fressineau,35,3/11 19:00:00,13,3/12 01:06:00,12,6h 6m,2h 48m,3/11 16:12:00,6.43,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Allen Moore,26,3/11 01:18:00,13,3/12 07:57:00 *,13,29h 39m,2h 29m,3/10 22:49:00,7.25,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Tara Cicatello,44,3/12 07:49:00,13,3/12 16:09:00,13,8h 20m,3h 10m,3/12 04:39:00,5.68,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Steve Watkins,59,3/12 11:20:00,12,3/12 16:10:00,12,4h 50m,3h 37m,3/12 07:43:00,4.98,Grayling
NA,"Satellite View
															Location: 62.9054, -160.0642
										Click here to view map",Tom Schonberger,25,3/12 11:35:00,11,3/12 19:42:00,11,8h 7m,4h 31m,3/12 07:04:00,3.99,Grayling
