musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,NA,NA,checkName
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map","Michael Williams, Jr.",27,3/6 17:37:00,15,3/7 01:10:00,14,7h 33m,12h 28m,3/6 05:09:00,6.02,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Charley Bejna,38,3/6 19:30:00,16,3/7 02:28:00,15,6h 58m,13h 34m,3/6 05:56:00,5.53,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Emily Maxwell,58,3/6 19:34:00,14,3/7 02:57:00,14,7h 23m,12h 30m,3/6 07:04:00,6.00,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Allen Moore,26,3/6 20:18:00,14,3/7 03:26:00,14,7h 8m,14h 21m,3/6 05:57:00,5.23,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Jim Lanier,32,3/6 20:16:00,16,3/7 03:45:00,15,7h 29m,9h 26m,3/6 10:50:00,7.95,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Scott Janssen,23,3/6 17:53:00,15,3/7 04:14:00,15,10h 21m,11h 38m,3/6 06:15:00,6.45,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Brett Bruggeman,37,3/6 21:00:00,15,3/7 04:36:00,15,7h 36m,16h 36m,3/6 04:24:00,4.52,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Noah Pereira,49,3/6 22:12:00,15,3/7 05:06:00,15,6h 54m,13h 47m,3/6 08:25:00,5.44,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Aaron Peck,50,3/6 20:58:00,14,3/7 05:08:00,14,8h 10m,14h 36m,3/6 06:22:00,5.14,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Alan Eischens,53,3/6 22:45:00,15,3/7 05:38:00,15,6h 53m,14h 14m,3/6 08:31:00,5.27,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Monica Zappa,48,3/7 00:35:00,15,3/7 07:38:00,15,7h 3m,16h 11m,3/6 08:24:00,4.63,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Andrew Nolan,56,3/7 01:05:00,14,3/7 08:30:00,13,7h 25m,13h 52m,3/6 11:13:00,5.41,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Lev Shvarts,22,3/7 01:43:00,16,3/7 08:59:00,16,7h 16m,14h 23m,3/6 11:20:00,5.21,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Shaynee Traska,5,3/7 01:15:00,16,3/7 09:35:00,16,8h 20m,17h 10m,3/6 08:05:00,4.37,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Rob Cooke,10,3/7 02:56:00,16,3/7 12:13:00,16,9h 17m,16h 56m,3/6 10:00:00,4.43,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Meredith Mapes,16,3/7 05:11:00,14,3/7 12:16:00,14,7h 5m,12h 47m,3/6 16:24:00,5.87,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Magnus Kaltenborn,6,3/7 05:03:00,16,3/7 12:45:00,16,7h 42m,17h 3m,3/6 12:00:00,4.40,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Dave Delcourt,57,3/7 04:57:00,15,3/7 12:50:00,14,7h 53m,14h 2m,3/6 14:55:00,5.34,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Misha Wiljes,19,3/7 06:50:00,14,3/7 13:32:00,14,6h 42m,16h 30m,3/6 14:20:00,4.55,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Anja Radano,24,3/7 07:47:00,15,3/7 14:37:00,15,6h 50m,15h 23m,3/6 16:24:00,4.88,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Peter Fleck,67,3/7 07:37:00,15,3/7 14:40:00,15,7h 3m,14h 49m,3/6 16:48:00,5.06,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Scott White,62,3/7 07:24:00,14,3/7 14:54:00,14,7h 30m,16h 20m,3/6 15:04:00,4.59,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Marcelle Fressineau,35,3/7 08:35:00,14,3/7 16:50:00,14,8h 15m,15h 23m,3/6 17:12:00,4.88,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Jason Stewart,66,3/7 10:37:00,15,3/7 16:51:00,15,6h 14m,15h 39m,3/6 18:58:00,4.79,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Tim Muto,42,3/7 09:20:00,13,3/7 17:12:00,13,7h 52m,16h 44m,3/6 16:36:00,4.48,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Tom Schonberger,25,3/7 16:33:00,13,3/7 22:15:00,13,5h 42m,18h 18m,3/6 22:15:00,4.10,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Jeff Deeter,45,3/6 22:08:00,16,3/7 22:55:00,15,24h 47m,13h 23m,3/6 08:45:00,5.60,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Steve Watkins,59,3/7 16:18:00,16,3/7 22:59:00,14,6h 41m,13h 48m,3/7 02:30:00,5.43,Nikolai
NA,"Satellite View
															Location: 63.0133, -154.3750
										Click here to view map",Tara Cicatello,44,3/7 17:12:00,13,3/7 23:12:00,13,6h 0m,17h 31m,3/6 23:41:00,4.28,Nikolai
