musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,NA,NA,checkName
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Ramey Smyth,21,3/5 08:48:00,16,3/5 08:53:00,16,0h 5m,5h 25m,3/5 03:23:00,7.38,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Cody Strathe,2,3/5 08:59:00,16,3/5 09:01:00,16,0h 2m,8h 34m,3/5 00:25:00,4.67,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Joar Leifseth Ulsom,33,3/5 06:07:00,16,3/5 09:03:00,16,2h 56m,4h 49m,3/5 01:18:00,8.30,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Mats Pettersson,3,3/5 06:20:00,16,3/5 09:19:00,16,2h 59m,4h 45m,3/5 01:35:00,8.42,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Scott Janssen,23,3/5 09:07:00,16,3/5 09:19:00,15,0h 12m,5h 17m,3/5 03:50:00,7.57,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Robert Redington,34,3/5 06:22:00,16,3/5 09:20:00,16,2h 58m,4h 49m,3/5 01:33:00,8.30,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Richie Diehl,29,3/5 05:44:00,16,3/5 09:52:00,16,4h 8m,4h 37m,3/5 01:07:00,8.66,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Aaron Burmeister,64,3/5 06:51:00,16,3/5 10:04:00,16,3h 13m,4h 55m,3/5 01:56:00,8.14,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Emily Maxwell,58,3/5 07:53:00,15,3/5 10:04:00,15,2h 11m,3h 44m,3/5 04:09:00,10.71,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Rick Casillo,9,3/5 06:27:00,16,3/5 10:06:00,16,3h 39m,5h 0m,3/5 01:27:00,8.00,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Anna Berington,4,3/5 06:25:00,16,3/5 10:08:00,15,3h 43m,5h 14m,3/5 01:11:00,7.64,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Michelle Phillips,18,3/5 06:31:00,16,3/5 10:08:00,15,3h 37m,4h 56m,3/5 01:35:00,8.11,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Bradley Farquhar,65,3/5 10:08:00,14,3/5 10:12:00,14,0h 4m,5h 11m,3/5 04:57:00,7.72,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Jeff King,40,3/5 10:14:00,16,3/5 10:19:00,15,0h 5m,5h 11m,3/5 05:03:00,7.72,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Michi Konno,63,3/5 10:01:00,16,3/5 10:31:00,15,0h 30m,4h 59m,3/5 05:02:00,8.03,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Ketil Reitan,54,3/5 08:25:00,16,3/5 11:06:00,15,2h 41m,5h 10m,3/5 03:15:00,7.74,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Matt Hall,15,3/5 11:02:00,16,3/5 11:14:00,15,0h 12m,9h 0m,3/5 02:02:00,4.44,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Tom Knolmayer,43,3/5 11:23:00,16,3/5 11:26:00,16,0h 3m,9h 9m,3/5 02:14:00,4.37,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Charley Bejna,38,3/5 07:12:00,16,3/5 11:28:00,16,4h 16m,5h 3m,3/5 02:09:00,7.92,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Kristy Berington,20,3/5 07:16:00,16,3/5 11:36:00,15,4h 20m,5h 27m,3/5 01:49:00,7.34,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Martin Buser,28,3/5 07:53:00,16,3/5 11:36:00,16,3h 43m,4h 43m,3/5 03:10:00,8.48,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Travis Beals,60,3/5 08:35:00,16,3/5 11:37:00,15,3h 2m,4h 43m,3/5 03:52:00,8.48,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Allen Moore,26,3/5 07:55:00,16,3/5 11:41:00,15,3h 46m,4h 49m,3/5 03:06:00,8.30,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Andy Pohl,12,3/5 07:44:00,16,3/5 11:52:00,16,4h 8m,5h 34m,3/5 02:10:00,7.19,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Alan Eischens,53,3/5 06:42:00,16,3/5 12:12:00,15,5h 30m,5h 0m,3/5 01:42:00,8.00,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",DeeDee Jonrowe,39,3/5 08:46:00,16,3/5 12:19:00,16,3h 33m,5h 3m,3/5 03:43:00,7.92,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Larry Daugherty,14,3/5 08:00:00,15,3/5 12:28:00,15,4h 28m,5h 20m,3/5 02:40:00,7.50,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Meredith Mapes,16,3/5 12:19:00,16,3/5 12:31:00,15,0h 12m,10h 0m,3/5 02:19:00,4.00,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Jeff Deeter,45,3/5 12:42:00,16,3/5 12:44:00,16,0h 2m,9h 49m,3/5 02:53:00,4.07,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Matthew Failor,55,3/5 09:08:00,16,3/5 12:55:00,16,3h 47m,4h 32m,3/5 04:36:00,8.82,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Katherine Keith,51,3/5 08:58:00,15,3/5 13:00:00,15,4h 2m,5h 39m,3/5 03:19:00,7.08,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map","Michael Williams, Jr.",27,3/5 08:22:00,16,3/5 14:36:00,16,6h 14m,4h 52m,3/5 03:30:00,8.22,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Brett Bruggeman,37,3/5 08:52:00,16,3/5 14:55:00,16,6h 3m,5h 21m,3/5 03:31:00,7.48,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Aaron Peck,50,3/5 09:14:00,16,3/5 14:58:00,16,5h 44m,5h 3m,3/5 04:11:00,7.92,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Jim Lanier,32,3/5 09:37:00,16,3/5 14:58:00,16,5h 21m,5h 8m,3/5 04:29:00,7.79,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Rob Cooke,10,3/5 09:28:00,16,3/5 15:31:00,16,6h 3m,6h 16m,3/5 03:12:00,6.38,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Noah Pereira,49,3/5 11:07:00,16,3/5 15:59:00,16,4h 52m,4h 57m,3/5 06:10:00,8.08,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Lev Shvarts,22,3/5 11:28:00,16,3/5 17:02:00,16,5h 34m,5h 7m,3/5 06:21:00,7.82,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Magnus Kaltenborn,6,3/5 11:18:00,16,3/5 17:03:00,16,5h 45m,5h 6m,3/5 06:12:00,7.84,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Shaynee Traska,5,3/5 13:39:00,16,3/5 17:16:00,16,3h 37m,10h 21m,3/5 03:18:00,3.86,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Marcelle Fressineau,35,3/5 12:57:00,14,3/5 17:17:00,14,4h 20m,5h 17m,3/5 07:40:00,7.57,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Misha Wiljes,19,3/5 12:11:00,14,3/5 17:18:00,14,5h 7m,5h 3m,3/5 07:08:00,7.92,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Monica Zappa,48,3/5 11:27:00,16,3/5 17:25:00,16,5h 58m,5h 8m,3/5 06:19:00,7.79,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Andrew Nolan,56,3/5 12:08:00,16,3/5 17:30:00,15,5h 22m,4h 53m,3/5 07:15:00,8.19,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Steve Watkins,59,3/5 12:13:00,16,3/5 17:42:00,16,5h 29m,5h 44m,3/5 06:29:00,6.98,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Dave Delcourt,57,3/5 13:04:00,16,3/5 19:06:00,16,6h 2m,5h 20m,3/5 07:44:00,7.50,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Anja Radano,24,3/5 13:44:00,16,3/5 19:15:00,16,5h 31m,5h 20m,3/5 08:24:00,7.50,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Jason Stewart,66,3/5 14:08:00,16,3/5 19:29:00,16,5h 21m,5h 13m,3/5 08:55:00,7.67,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Tim Muto,42,3/5 14:34:00,14,3/5 20:13:00,13,5h 39m,5h 7m,3/5 09:27:00,7.82,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Scott White,62,3/5 14:11:00,16,3/5 20:29:00,14,6h 18m,5h 1m,3/5 09:10:00,7.97,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Peter Fleck,67,3/5 15:45:00,16,3/5 20:38:00,15,4h 53m,5h 5m,3/5 10:40:00,7.87,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Tara Cicatello,44,3/5 21:28:00,14,3/5 22:13:00,13,0h 45m,9h 5m,3/5 12:23:00,4.40,Finger Lake
NA,"Satellite View
															Location: 61.9793, -152.0728
										Click here to view map",Tom Schonberger,25,3/5 17:40:00,16,3/5 22:23:00,16,4h 43m,7h 10m,3/5 10:30:00,5.58,Finger Lake
