musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder
Aaron Peck,50,3/15 00:55:00,10,3/15 05:29:00,10,4h 34m,6h 22m,3/14 18:33:00,7.54,Elim,2018-03-15T00:55:00Z,2018-03-15T05:29:00Z,2018-03-14T18:33:00Z,382,274,0,0,37,34
Kristy Berington,20,3/15 01:03:00,12,3/15 07:23:00,11,6h 20m,6h 43m,3/14 18:20:00,7.15,Elim,2018-03-15T01:03:00Z,2018-03-15T07:23:00Z,2018-03-14T18:20:00Z,403,380,1,0,38,36
Andy Pohl,12,3/15 01:10:00,11,3/15 07:23:00,11,6h 13m,6h 48m,3/14 18:22:00,7.06,Elim,2018-03-15T01:10:00Z,2018-03-15T07:23:00Z,2018-03-14T18:22:00Z,408,373,0,0,39,37
Jim Lanier,32,3/14 21:37:00,14,3/15 07:36:00,13,9h 59m,6h 39m,3/14 14:58:00,7.22,Elim,2018-03-14T21:37:00Z,2018-03-15T07:36:00Z,2018-03-14T14:58:00Z,399,599,1,0,34,NA
Larry Daugherty,14,3/14 22:14:00,12,3/15 07:52:00,12,9h 38m,7h 59m,3/14 14:15:00,6.01,Elim,2018-03-14T22:14:00Z,2018-03-15T07:52:00Z,2018-03-14T14:15:00Z,479,578,0,0,36,40
Monica Zappa,48,3/15 05:21:00,12,3/15 11:58:00,12,6h 37m,6h 13m,3/14 23:08:00,7.72,Elim,2018-03-15T05:21:00Z,2018-03-15T11:58:00Z,2018-03-14T23:08:00Z,373,397,0,0,40,38
Brett Bruggeman,37,3/15 05:21:00,14,3/15 12:06:00,14,6h 45m,5h 58m,3/14 23:23:00,8.04,Elim,2018-03-15T05:21:00Z,2018-03-15T12:06:00Z,2018-03-14T23:23:00Z,358,405,0,0,41,39
Scott Janssen,23,3/15 07:33:00,13,3/15 12:18:00,11,4h 45m,6h 8m,3/15 01:25:00,7.83,Elim,2018-03-15T07:33:00Z,2018-03-15T12:18:00Z,2018-03-15T01:25:00Z,368,285,2,0,43,NA
Lev Shvarts,22,3/15 07:16:00,11,3/15 12:20:00,11,5h 4m,6h 12m,3/15 01:04:00,7.74,Elim,2018-03-15T07:16:00Z,2018-03-15T12:20:00Z,2018-03-15T01:04:00Z,372,304,0,0,42,41
Misha Wiljes,19,3/15 11:03:00,12,3/15 16:02:00,12,4h 59m,6h 32m,3/15 04:31:00,7.35,Elim,2018-03-15T11:03:00Z,2018-03-15T16:02:00Z,2018-03-15T04:31:00Z,392,299,0,0,44,45
Jeff Deeter,45,3/15 12:25:00,8,3/15 19:23:00,8,6h 58m,6h 14m,3/15 06:11:00,7.7,Elim,2018-03-15T12:25:00Z,2018-03-15T19:23:00Z,2018-03-15T06:11:00Z,374,418,0,0,47,43
Bradley Farquhar,65,3/15 12:16:00,10,3/15 19:27:00,10,7h 11m,6h 2m,3/15 06:14:00,7.96,Elim,2018-03-15T12:16:00Z,2018-03-15T19:27:00Z,2018-03-15T06:14:00Z,362,431,0,0,45,44
Peter Fleck,67,3/15 12:21:00,11,3/15 19:32:00,11,7h 11m,6h 9m,3/15 06:12:00,7.8,Elim,2018-03-15T12:21:00Z,2018-03-15T19:32:00Z,2018-03-15T06:12:00Z,369,431,0,0,46,42
Dave Delcourt,57,3/15 15:39:00,10,3/15 23:41:00,10,8h 2m,6h 0m,3/15 09:39:00,8,Elim,2018-03-15T15:39:00Z,2018-03-15T23:41:00Z,2018-03-15T09:39:00Z,360,482,0,0,48,47
Tim Muto,42,3/15 18:08:00,12,3/16 02:02:00,12,7h 54m,5h 3m,3/15 13:05:00,9.5,Elim,2018-03-15T18:08:00Z,2018-03-16T02:02:00Z,2018-03-15T13:05:00Z,303,474,0,0,49,46
Shaynee Traska,5,3/15 19:27:00,8,3/16 04:21:00,7,8h 54m,6h 32m,3/15 12:55:00,7.35,Elim,2018-03-15T19:27:00Z,2018-03-16T04:21:00Z,2018-03-15T12:55:00Z,392,534,1,0,50,48
Anja Radano,24,3/16 00:46:00,13,3/16 09:10:00,13,8h 24m,5h 46m,3/15 19:00:00,8.32,Elim,2018-03-16T00:46:00Z,2018-03-16T09:10:00Z,2018-03-15T19:00:00Z,346,504,0,0,51,51
Meredith Mapes,16,3/16 02:27:00,10,3/16 10:09:00,10,7h 42m,5h 34m,3/15 20:53:00,8.62,Elim,2018-03-16T02:27:00Z,2018-03-16T10:09:00Z,2018-03-15T20:53:00Z,334,462,0,0,52,49
Magnus Kaltenborn,6,3/16 04:25:00,14,3/16 10:38:00,13,6h 13m,6h 5m,3/15 22:20:00,7.89,Elim,2018-03-16T04:25:00Z,2018-03-16T10:38:00Z,2018-03-15T22:20:00Z,365,373,1,0,54,52
Jason Stewart,66,3/16 03:33:00,13,3/16 10:42:00,12,7h 9m,5h 54m,3/15 21:39:00,8.14,Elim,2018-03-16T03:33:00Z,2018-03-16T10:42:00Z,2018-03-15T21:39:00Z,354,429,1,0,53,50
Joar Leifseth Ulsom,33,3/13 07:52:00,12,3/13 15:52:00,10,8h 0m,6h 48m,3/13 01:04:00,6.76,White Mountain,2018-03-13T07:52:00Z,2018-03-13T15:52:00Z,2018-03-13T01:04:00Z,408,480,2,0,1,1
Nicolas Petit,46,3/13 11:22:00,11,3/13 19:34:00,10,8h 12m,7h 17m,3/13 04:05:00,6.32,White Mountain,2018-03-13T11:22:00Z,2018-03-13T19:34:00Z,2018-03-13T04:05:00Z,437,492,1,0,2,2
Mitch Seavey,13,3/13 13:24:00,9,3/13 22:00:00,9,8h 36m,7h 30m,3/13 05:54:00,6.13,White Mountain,2018-03-13T13:24:00Z,2018-03-13T22:00:00Z,2018-03-13T05:54:00Z,450,516,0,0,3,3
Ray Redington Jr,17,3/13 17:48:00,11,3/14 01:48:00,11,8h 0m,7h 18m,3/13 10:30:00,6.3,White Mountain,2018-03-13T17:48:00Z,2018-03-14T01:48:00Z,2018-03-13T10:30:00Z,438,480,0,0,4,4
Peter Kaiser,30,3/13 18:35:00,8,3/14 02:38:00,8,8h 3m,7h 42m,3/13 10:53:00,5.97,White Mountain,2018-03-13T18:35:00Z,2018-03-14T02:38:00Z,2018-03-13T10:53:00Z,462,483,0,0,5,5
Richie Diehl,29,3/13 20:49:00,11,3/14 04:49:00,11,8h 0m,6h 58m,3/13 13:51:00,6.6,White Mountain,2018-03-13T20:49:00Z,2018-03-14T04:49:00Z,2018-03-13T13:51:00Z,418,480,0,0,6,6
Travis Beals,60,3/13 21:33:00,10,3/14 05:33:00,10,8h 0m,7h 29m,3/13 14:04:00,6.15,White Mountain,2018-03-13T21:33:00Z,2018-03-14T05:33:00Z,2018-03-13T14:04:00Z,449,480,0,0,7,9
Jessie Holmes,41,3/13 21:41:00,11,3/14 05:41:00,10,8h 0m,6h 38m,3/13 15:03:00,6.93,White Mountain,2018-03-13T21:41:00Z,2018-03-14T05:41:00Z,2018-03-13T15:03:00Z,398,480,1,0,8,7
Ramey Smyth,21,3/13 21:50:00,10,3/14 05:51:00,9,8h 1m,7h 36m,3/13 14:14:00,6.05,White Mountain,2018-03-13T21:50:00Z,2018-03-14T05:51:00Z,2018-03-13T14:14:00Z,456,481,1,0,9,8
Linwood Fiedler,8,3/13 22:13:00,11,3/14 06:17:00,10,8h 4m,8h 0m,3/13 14:13:00,5.75,White Mountain,2018-03-13T22:13:00Z,2018-03-14T06:17:00Z,2018-03-13T14:13:00Z,480,484,1,0,10,10
Matt Hall,15,3/14 00:09:00,11,3/14 08:09:00,9,8h 0m,7h 48m,3/13 16:21:00,5.9,White Mountain,2018-03-14T00:09:00Z,2018-03-14T08:09:00Z,2018-03-13T16:21:00Z,468,480,2,0,11,11
Aaron Burmeister,64,3/14 00:23:00,11,3/14 08:23:00,11,8h 0m,8h 43m,3/13 15:40:00,5.28,White Mountain,2018-03-14T00:23:00Z,2018-03-14T08:23:00Z,2018-03-13T15:40:00Z,523,480,0,0,12,12
Matthew Failor,55,3/14 03:28:00,12,3/14 11:28:00,12,8h 0m,6h 56m,3/13 20:32:00,6.63,White Mountain,2018-03-14T03:28:00Z,2018-03-14T11:28:00Z,2018-03-13T20:32:00Z,416,480,0,0,13,13
Ketil Reitan,54,3/14 03:38:00,10,3/14 11:38:00,9,8h 0m,7h 13m,3/13 20:25:00,6.37,White Mountain,2018-03-14T03:38:00Z,2018-03-14T11:38:00Z,2018-03-13T20:25:00Z,433,480,1,0,14,14
Aliy Zirkle,31,3/14 03:59:00,10,3/14 11:59:00,10,8h 0m,7h 33m,3/13 20:26:00,6.09,White Mountain,2018-03-14T03:59:00Z,2018-03-14T11:59:00Z,2018-03-13T20:26:00Z,453,480,0,0,15,15
Kelly Maixner,52,3/14 04:08:00,11,3/14 12:08:00,10,8h 0m,8h 3m,3/13 20:05:00,5.71,White Mountain,2018-03-14T04:08:00Z,2018-03-14T12:08:00Z,2018-03-13T20:05:00Z,483,480,1,0,16,17
Jessie Royer,36,3/14 04:14:00,12,3/14 12:14:00,11,8h 0m,7h 53m,3/13 20:21:00,5.84,White Mountain,2018-03-14T04:14:00Z,2018-03-14T12:14:00Z,2018-03-13T20:21:00Z,473,480,1,0,17,16
Mats Pettersson,3,3/14 09:08:00,11,3/14 17:08:00,11,8h 0m,7h 8m,3/14 02:00:00,6.45,White Mountain,2018-03-14T09:08:00Z,2018-03-14T17:08:00Z,2018-03-14T02:00:00Z,428,480,0,0,18,18
Michelle Phillips,18,3/14 09:10:00,12,3/14 17:10:00,12,8h 0m,7h 9m,3/14 02:01:00,6.43,White Mountain,2018-03-14T09:10:00Z,2018-03-14T17:10:00Z,2018-03-14T02:01:00Z,429,480,0,0,20,19
Lars Monsen,61,3/14 09:09:00,10,3/14 17:15:00,9,8h 6m,7h 9m,3/14 02:00:00,6.43,White Mountain,2018-03-14T09:09:00Z,2018-03-14T17:15:00Z,2018-03-14T02:00:00Z,429,486,1,0,19,20
Hugh Neff,68,3/14 11:09:00,9,3/14 19:11:00,9,8h 2m,9h 6m,3/14 02:03:00,5.05,White Mountain,2018-03-14T11:09:00Z,2018-03-14T19:11:00Z,2018-03-14T02:03:00Z,546,482,0,0,21,21
Anna Berington,4,3/14 19:26:00,10,3/15 03:26:00,10,8h 0m,6h 17m,3/14 13:09:00,7.32,White Mountain,2018-03-14T19:26:00Z,2018-03-15T03:26:00Z,2018-03-14T13:09:00Z,377,480,0,0,22,22
Michi Konno,63,3/14 20:37:00,9,3/15 04:39:00,9,8h 2m,7h 13m,3/14 13:24:00,6.37,White Mountain,2018-03-14T20:37:00Z,2018-03-15T04:39:00Z,2018-03-14T13:24:00Z,433,482,0,0,23,23
Jeff King,40,3/14 22:14:00,12,3/15 07:49:00,12,9h 35m,5h 57m,3/14 16:17:00,7.73,White Mountain,2018-03-14T22:14:00Z,2018-03-15T07:49:00Z,2018-03-14T16:17:00Z,357,575,0,0,24,24
"Michael Williams, Jr.",27,3/15 01:10:00,9,3/15 09:11:00,9,8h 1m,6h 49m,3/14 18:21:00,6.75,White Mountain,2018-03-15T01:10:00Z,2018-03-15T09:11:00Z,2018-03-14T18:21:00Z,409,481,0,0,25,25
Katherine Keith,51,3/15 01:25:00,8,3/15 09:34:00,8,8h 9m,8h 10m,3/14 17:15:00,5.63,White Mountain,2018-03-15T01:25:00Z,2018-03-15T09:34:00Z,2018-03-14T17:15:00Z,490,489,0,0,26,26
Rick Casillo,9,3/15 04:02:00,10,3/15 12:11:00,10,8h 9m,6h 51m,3/14 21:11:00,6.72,White Mountain,2018-03-15T04:02:00Z,2018-03-15T12:11:00Z,2018-03-14T21:11:00Z,411,489,0,0,27,27
Martin Buser,28,3/15 04:27:00,12,3/15 13:22:00,12,8h 55m,6h 55m,3/14 21:32:00,6.65,White Mountain,2018-03-15T04:27:00Z,2018-03-15T13:22:00Z,2018-03-14T21:32:00Z,415,535,0,0,28,28
Cody Strathe,2,3/15 05:08:00,10,3/15 15:16:00,9,10h 8m,6h 32m,3/14 22:36:00,7.04,White Mountain,2018-03-15T05:08:00Z,2018-03-15T15:16:00Z,2018-03-14T22:36:00Z,392,608,1,0,29,29
Andrew Nolan,56,3/15 07:44:00,12,3/15 16:02:00,11,8h 18m,6h 30m,3/15 01:14:00,7.08,White Mountain,2018-03-15T07:44:00Z,2018-03-15T16:02:00Z,2018-03-15T01:14:00Z,390,498,1,0,30,30
Noah Pereira,49,3/15 09:00:00,10,3/15 17:00:00,10,8h 0m,6h 38m,3/15 02:22:00,6.93,White Mountain,2018-03-15T09:00:00Z,2018-03-15T17:00:00Z,2018-03-15T02:22:00Z,398,480,0,0,32,31
Tom Knolmayer,43,3/15 07:52:00,11,3/15 17:48:00,10,9h 56m,6h 51m,3/15 01:01:00,6.72,White Mountain,2018-03-15T07:52:00Z,2018-03-15T17:48:00Z,2018-03-15T01:01:00Z,411,596,1,0,31,32
Charley Bejna,38,3/15 09:49:00,11,3/15 18:13:00,11,8h 24m,7h 35m,3/15 02:14:00,6.07,White Mountain,2018-03-15T09:49:00Z,2018-03-15T18:13:00Z,2018-03-15T02:14:00Z,455,504,0,0,33,35
Emily Maxwell,58,3/15 11:42:00,9,3/15 19:45:00,9,8h 3m,6h 44m,3/15 04:58:00,6.83,White Mountain,2018-03-15T11:42:00Z,2018-03-15T19:45:00Z,2018-03-15T04:58:00Z,404,483,0,0,34,33
Aaron Peck,50,3/15 12:00:00,10,3/15 20:32:00,10,8h 32m,6h 31m,3/15 05:29:00,7.06,White Mountain,2018-03-15T12:00:00Z,2018-03-15T20:32:00Z,2018-03-15T05:29:00Z,391,512,0,0,35,34
Kristy Berington,20,3/15 13:30:00,11,3/15 21:42:00,10,8h 12m,6h 7m,3/15 07:23:00,7.52,White Mountain,2018-03-15T13:30:00Z,2018-03-15T21:42:00Z,2018-03-15T07:23:00Z,367,492,1,0,36,36
Andy Pohl,12,3/15 13:44:00,11,3/15 21:44:00,10,8h 0m,6h 21m,3/15 07:23:00,7.24,White Mountain,2018-03-15T13:44:00Z,2018-03-15T21:44:00Z,2018-03-15T07:23:00Z,381,480,1,0,37,37
Jim Lanier,32,3/15 14:58:00,13,3/15 23:17:00,13,8h 19m,7h 22m,3/15 07:36:00,6.24,White Mountain,2018-03-15T14:58:00Z,2018-03-15T23:17:00Z,2018-03-15T07:36:00Z,442,499,0,0,39,NA
Larry Daugherty,14,3/15 14:53:00,12,3/15 23:20:00,12,8h 27m,7h 1m,3/15 07:52:00,6.56,White Mountain,2018-03-15T14:53:00Z,2018-03-15T23:20:00Z,2018-03-15T07:52:00Z,421,507,0,0,38,40
Scott Janssen,23,3/15 17:30:00,11,3/16 01:37:00,11,8h 7m,5h 12m,3/15 12:18:00,8.85,White Mountain,2018-03-15T17:30:00Z,2018-03-16T01:37:00Z,2018-03-15T12:18:00Z,312,487,0,0,40,NA
Monica Zappa,48,3/15 17:45:00,12,3/16 01:49:00,12,8h 4m,5h 47m,3/15 11:58:00,7.95,White Mountain,2018-03-15T17:45:00Z,2018-03-16T01:49:00Z,2018-03-15T11:58:00Z,347,484,0,0,41,38
Brett Bruggeman,37,3/15 17:46:00,14,3/16 01:52:00,14,8h 6m,5h 40m,3/15 12:06:00,8.12,White Mountain,2018-03-15T17:46:00Z,2018-03-16T01:52:00Z,2018-03-15T12:06:00Z,340,486,0,0,42,39
Lev Shvarts,22,3/15 18:32:00,11,3/16 03:16:00,10,8h 44m,6h 12m,3/15 12:20:00,7.42,White Mountain,2018-03-15T18:32:00Z,2018-03-16T03:16:00Z,2018-03-15T12:20:00Z,372,524,1,0,43,41
Misha Wiljes,19,3/15 23:02:00,12,3/16 07:03:00,12,8h 1m,7h 0m,3/15 16:02:00,6.57,White Mountain,2018-03-15T23:02:00Z,2018-03-16T07:03:00Z,2018-03-15T16:02:00Z,420,481,0,0,44,45
Bradley Farquhar,65,3/16 01:31:00,10,3/16 09:42:00,10,8h 11m,6h 4m,3/15 19:27:00,7.58,White Mountain,2018-03-16T01:31:00Z,2018-03-16T09:42:00Z,2018-03-15T19:27:00Z,364,491,0,0,46,44
Peter Fleck,67,3/16 01:30:00,11,3/16 09:51:00,11,8h 21m,5h 58m,3/15 19:32:00,7.71,White Mountain,2018-03-16T01:30:00Z,2018-03-16T09:51:00Z,2018-03-15T19:32:00Z,358,501,0,0,45,42
Jeff Deeter,45,3/16 01:39:00,8,3/16 09:59:00,8,8h 20m,6h 16m,3/15 19:23:00,7.34,White Mountain,2018-03-16T01:39:00Z,2018-03-16T09:59:00Z,2018-03-15T19:23:00Z,376,500,0,0,47,43
Dave Delcourt,57,3/16 06:22:00,10,3/16 14:24:00,10,8h 2m,6h 41m,3/15 23:41:00,6.88,White Mountain,2018-03-16T06:22:00Z,2018-03-16T14:24:00Z,2018-03-15T23:41:00Z,401,482,0,0,48,47
Tim Muto,42,3/16 07:20:00,12,3/16 15:22:00,12,8h 2m,5h 18m,3/16 02:02:00,8.68,White Mountain,2018-03-16T07:20:00Z,2018-03-16T15:22:00Z,2018-03-16T02:02:00Z,318,482,0,0,49,46
Shaynee Traska,5,3/16 11:31:00,7,3/16 19:45:00,7,8h 14m,7h 10m,3/16 04:21:00,6.42,White Mountain,2018-03-16T11:31:00Z,2018-03-16T19:45:00Z,2018-03-16T04:21:00Z,430,494,0,0,50,48
Meredith Mapes,16,3/16 16:04:00,10,3/17 00:09:00,10,8h 5m,5h 55m,3/16 10:09:00,7.77,White Mountain,2018-03-16T16:04:00Z,2018-03-17T00:09:00Z,2018-03-16T10:09:00Z,355,485,0,0,51,49
Anja Radano,24,3/16 16:13:00,13,3/17 00:31:00,12,8h 18m,7h 3m,3/16 09:10:00,6.52,White Mountain,2018-03-16T16:13:00Z,2018-03-17T00:31:00Z,2018-03-16T09:10:00Z,423,498,1,0,52,51
Magnus Kaltenborn,6,3/16 17:12:00,13,3/17 01:27:00,13,8h 15m,6h 34m,3/16 10:38:00,7.01,White Mountain,2018-03-16T17:12:00Z,2018-03-17T01:27:00Z,2018-03-16T10:38:00Z,394,495,0,0,54,52
Jason Stewart,66,3/16 16:57:00,12,3/17 01:39:00,12,8h 42m,6h 15m,3/16 10:42:00,7.36,White Mountain,2018-03-16T16:57:00Z,2018-03-17T01:39:00Z,2018-03-16T10:42:00Z,375,522,0,0,53,50
Joar Leifseth Ulsom,33,3/13 23:48:00,10,3/13 23:53:00,8,0h 5m,7h 56m,3/13 15:52:00,6.93,Safety,2018-03-13T23:48:00Z,2018-03-13T23:53:00Z,2018-03-13T15:52:00Z,476,5,2,0,1,1
Nicolas Petit,46,3/14 03:05:00,10,3/14 03:06:00,10,0h 1m,7h 31m,3/13 19:34:00,7.32,Safety,2018-03-14T03:05:00Z,2018-03-14T03:06:00Z,2018-03-13T19:34:00Z,451,1,0,0,2,2
Mitch Seavey,13,3/14 05:18:00,9,3/14 05:19:00,9,0h 1m,7h 18m,3/13 22:00:00,7.53,Safety,2018-03-14T05:18:00Z,2018-03-14T05:19:00Z,2018-03-13T22:00:00Z,438,1,0,0,3,3
Ray Redington Jr,17,3/14 09:02:00,11,3/14 09:03:00,11,0h 1m,7h 14m,3/14 01:48:00,7.6,Safety,2018-03-14T09:02:00Z,2018-03-14T09:03:00Z,2018-03-14T01:48:00Z,434,1,0,0,4,4
Peter Kaiser,30,3/14 09:54:00,8,3/14 09:55:00,8,0h 1m,7h 16m,3/14 02:38:00,7.57,Safety,2018-03-14T09:54:00Z,2018-03-14T09:55:00Z,2018-03-14T02:38:00Z,436,1,0,0,5,5
Richie Diehl,29,3/14 11:20:00,11,3/14 11:23:00,10,0h 3m,6h 31m,3/14 04:49:00,8.44,Safety,2018-03-14T11:20:00Z,2018-03-14T11:23:00Z,2018-03-14T04:49:00Z,391,3,1,0,6,6
Jessie Holmes,41,3/14 11:49:00,10,3/14 11:50:00,10,0h 1m,6h 8m,3/14 05:41:00,8.97,Safety,2018-03-14T11:49:00Z,2018-03-14T11:50:00Z,2018-03-14T05:41:00Z,368,1,0,0,7,7
Ramey Smyth,21,3/14 12:37:00,9,3/14 12:39:00,9,0h 2m,6h 46m,3/14 05:51:00,8.13,Safety,2018-03-14T12:37:00Z,2018-03-14T12:39:00Z,2018-03-14T05:51:00Z,406,2,0,0,8,8
Travis Beals,60,3/14 12:40:00,10,3/14 12:41:00,10,0h 1m,7h 7m,3/14 05:33:00,7.73,Safety,2018-03-14T12:40:00Z,2018-03-14T12:41:00Z,2018-03-14T05:33:00Z,427,1,0,0,9,9
Linwood Fiedler,8,3/14 13:20:00,10,3/14 13:21:00,10,0h 1m,7h 3m,3/14 06:17:00,7.8,Safety,2018-03-14T13:20:00Z,2018-03-14T13:21:00Z,2018-03-14T06:17:00Z,423,1,0,0,10,10
Matt Hall,15,3/14 15:26:00,9,3/14 15:27:00,9,0h 1m,7h 17m,3/14 08:09:00,7.55,Safety,2018-03-14T15:26:00Z,2018-03-14T15:27:00Z,2018-03-14T08:09:00Z,437,1,0,0,11,11
Aaron Burmeister,64,3/14 16:06:00,11,3/14 16:07:00,11,0h 1m,7h 43m,3/14 08:23:00,7.13,Safety,2018-03-14T16:06:00Z,2018-03-14T16:07:00Z,2018-03-14T08:23:00Z,463,1,0,0,12,12
Ketil Reitan,54,3/14 18:07:00,9,3/14 18:08:00,9,0h 1m,6h 29m,3/14 11:38:00,8.48,Safety,2018-03-14T18:07:00Z,2018-03-14T18:08:00Z,2018-03-14T11:38:00Z,389,1,0,0,13,14
Matthew Failor,55,3/14 18:07:00,12,3/14 18:09:00,11,0h 2m,6h 39m,3/14 11:28:00,8.27,Safety,2018-03-14T18:07:00Z,2018-03-14T18:09:00Z,2018-03-14T11:28:00Z,399,2,1,0,14,13
Aliy Zirkle,31,3/14 18:43:00,10,3/14 18:45:00,10,0h 2m,6h 44m,3/14 11:59:00,8.17,Safety,2018-03-14T18:43:00Z,2018-03-14T18:45:00Z,2018-03-14T11:59:00Z,404,2,0,0,15,15
Jessie Royer,36,3/14 19:39:00,11,3/14 19:45:00,9,0h 6m,7h 25m,3/14 12:14:00,7.42,Safety,2018-03-14T19:39:00Z,2018-03-14T19:45:00Z,2018-03-14T12:14:00Z,445,6,2,0,16,16
Kelly Maixner,52,3/14 19:54:00,10,3/14 19:55:00,10,0h 1m,7h 46m,3/14 12:08:00,7.08,Safety,2018-03-14T19:54:00Z,2018-03-14T19:55:00Z,2018-03-14T12:08:00Z,466,1,0,0,17,17
Mats Pettersson,3,3/14 23:19:00,11,3/14 23:20:00,11,0h 1m,6h 11m,3/14 17:08:00,8.89,Safety,2018-03-14T23:19:00Z,2018-03-14T23:20:00Z,2018-03-14T17:08:00Z,371,1,0,0,18,18
Lars Monsen,61,3/14 23:43:00,9,3/14 23:44:00,9,0h 1m,6h 28m,3/14 17:15:00,8.51,Safety,2018-03-14T23:43:00Z,2018-03-14T23:44:00Z,2018-03-14T17:15:00Z,388,1,0,0,19,20
Michelle Phillips,18,3/14 23:57:00,12,3/14 23:58:00,12,0h 1m,6h 47m,3/14 17:10:00,8.11,Safety,2018-03-14T23:57:00Z,2018-03-14T23:58:00Z,2018-03-14T17:10:00Z,407,1,0,0,20,19
Hugh Neff,68,3/15 04:02:00,9,3/15 04:59:00,9,0h 57m,8h 51m,3/14 19:11:00,6.21,Safety,2018-03-15T04:02:00Z,2018-03-15T04:59:00Z,2018-03-14T19:11:00Z,531,57,0,0,21,21
Anna Berington,4,3/15 10:00:00,10,3/15 10:03:00,10,0h 3m,6h 34m,3/15 03:26:00,8.38,Safety,2018-03-15T10:00:00Z,2018-03-15T10:03:00Z,2018-03-15T03:26:00Z,394,3,0,0,22,22
Michi Konno,63,3/15 12:13:00,9,3/15 12:29:00,8,0h 16m,7h 34m,3/15 04:39:00,7.27,Safety,2018-03-15T12:13:00Z,2018-03-15T12:29:00Z,2018-03-15T04:39:00Z,454,16,1,0,23,23
Jeff King,40,3/15 13:50:00,12,3/15 13:54:00,12,0h 4m,6h 1m,3/15 07:49:00,9.14,Safety,2018-03-15T13:50:00Z,2018-03-15T13:54:00Z,2018-03-15T07:49:00Z,361,4,0,0,24,24
"Michael Williams, Jr.",27,3/15 15:48:00,9,3/15 15:52:00,9,0h 4m,6h 37m,3/15 09:11:00,8.31,Safety,2018-03-15T15:48:00Z,2018-03-15T15:52:00Z,2018-03-15T09:11:00Z,397,4,0,0,25,25
Katherine Keith,51,3/15 17:17:00,8,3/15 17:18:00,8,0h 1m,7h 43m,3/15 09:34:00,7.13,Safety,2018-03-15T17:17:00Z,2018-03-15T17:18:00Z,2018-03-15T09:34:00Z,463,1,0,0,26,26
Rick Casillo,9,3/15 19:15:00,10,3/15 19:16:00,10,0h 1m,7h 4m,3/15 12:11:00,7.78,Safety,2018-03-15T19:15:00Z,2018-03-15T19:16:00Z,2018-03-15T12:11:00Z,424,1,0,0,27,27
Martin Buser,28,3/15 20:47:00,12,3/15 20:48:00,12,0h 1m,7h 25m,3/15 13:22:00,7.42,Safety,2018-03-15T20:47:00Z,2018-03-15T20:48:00Z,2018-03-15T13:22:00Z,445,1,0,0,28,28
Cody Strathe,2,3/15 21:43:00,9,3/15 21:45:00,9,0h 2m,6h 27m,3/15 15:16:00,8.53,Safety,2018-03-15T21:43:00Z,2018-03-15T21:45:00Z,2018-03-15T15:16:00Z,387,2,0,0,29,29
Andrew Nolan,56,3/15 22:12:00,11,3/15 22:14:00,11,0h 2m,6h 10m,3/15 16:02:00,8.92,Safety,2018-03-15T22:12:00Z,2018-03-15T22:14:00Z,2018-03-15T16:02:00Z,370,2,0,0,30,30
Noah Pereira,49,3/15 23:35:00,10,3/15 23:37:00,10,0h 2m,6h 35m,3/15 17:00:00,8.35,Safety,2018-03-15T23:35:00Z,2018-03-15T23:37:00Z,2018-03-15T17:00:00Z,395,2,0,0,31,31
Tom Knolmayer,43,3/16 00:20:00,10,3/16 00:21:00,10,0h 1m,6h 32m,3/15 17:48:00,8.42,Safety,2018-03-16T00:20:00Z,2018-03-16T00:21:00Z,2018-03-15T17:48:00Z,392,1,0,0,32,32
Charley Bejna,38,3/16 01:50:00,11,3/16 02:06:00,9,0h 16m,7h 37m,3/15 18:13:00,7.22,Safety,2018-03-16T01:50:00Z,2018-03-16T02:06:00Z,2018-03-15T18:13:00Z,457,16,2,0,33,35
Emily Maxwell,58,3/16 02:09:00,9,3/16 02:10:00,9,0h 1m,6h 24m,3/15 19:45:00,8.59,Safety,2018-03-16T02:09:00Z,2018-03-16T02:10:00Z,2018-03-15T19:45:00Z,384,1,0,0,34,33
Aaron Peck,50,3/16 02:48:00,10,3/16 02:50:00,9,0h 2m,6h 16m,3/15 20:32:00,8.78,Safety,2018-03-16T02:48:00Z,2018-03-16T02:50:00Z,2018-03-15T20:32:00Z,376,2,1,0,35,34
Kristy Berington,20,3/16 04:13:00,10,3/16 04:15:00,10,0h 2m,6h 31m,3/15 21:42:00,8.44,Safety,2018-03-16T04:13:00Z,2018-03-16T04:15:00Z,2018-03-15T21:42:00Z,391,2,0,0,36,36
Andy Pohl,12,3/16 04:15:00,10,3/16 04:16:00,10,0h 1m,6h 31m,3/15 21:44:00,8.44,Safety,2018-03-16T04:15:00Z,2018-03-16T04:16:00Z,2018-03-15T21:44:00Z,391,1,0,0,37,37
Larry Daugherty,14,3/16 07:08:00,12,3/16 07:22:00,11,0h 14m,7h 48m,3/15 23:20:00,7.05,Safety,2018-03-16T07:08:00Z,2018-03-16T07:22:00Z,2018-03-15T23:20:00Z,468,14,1,0,38,40
Monica Zappa,48,3/16 08:21:00,12,3/16 08:28:00,12,0h 7m,6h 32m,3/16 01:49:00,8.42,Safety,2018-03-16T08:21:00Z,2018-03-16T08:28:00Z,2018-03-16T01:49:00Z,392,7,0,0,39,38
